topic_id,method,date,forecast,lower,upper,mae,rmse,mape,smape,r2,forecast_pct
11,Ensemble,2026-09-01,0.013294892939015012,0.007818782142928088,0.01877100373510194,0.00744,0.00774,,,,1.3294892939015013
11,Ensemble,2026-10-01,0.013178408494097855,0.0057344104038326476,0.020622406584363064,0.00744,0.00774,,,,1.3178408494097855
11,Ensemble,2026-11-01,0.013095061177266505,0.004833286720496337,0.021356835634036675,0.00744,0.00774,,,,1.3095061177266505
11,Ensemble,2026-12-01,0.013324789119763043,0.004322298727213139,0.022327279977974235,0.00744,0.00774,,,,1.3324789119763043
11,Ensemble,2027-01-01,0.013759709777189162,0.004075176081885319,0.023444243472493003,0.00744,0.00774,,,,1.3759709777189162
12,Ensemble,2026-08-01,0.006199097642403937,-0.0003383645030535548,0.01273655978786143,0.00708,0.00779,,,,0.6199097642403937
12,Ensemble,2026-09-01,0.00391446679064083,-0.003591585997864004,0.01142051998659929,0.00708,0.00779,,,,0.391446679064083
12,Ensemble,2026-10-01,0.0038956969510763884,-0.004177185148235262,0.011968578992180377,0.00708,0.00779,,,,0.38956969510763884
12,Ensemble,2026-11-01,0.0038767983205616474,-0.004196083778750003,0.01194968059449628,0.00708,0.00779,,,,0.38767983205616474
12,Ensemble,2026-12-01,0.003693713340908289,-0.004379168816611022,0.01176659561484292,0.00708,0.00779,,,,0.3693713340908289
12,Ensemble,2027-01-01,0.003500092076137662,-0.004572789964966327,0.011572974582902937,0.00708,0.00779,,,,0.3500092076137662
13,Ensemble,2026-08-01,0.004323209456590166,0.0021726990832948217,0.006473719902645085,0.0064,0.00695,,,,0.4323209456590166
13,Ensemble,2026-09-01,0.0038159971894790356,0.0009691194926856992,0.006662874740753219,0.0064,0.00695,,,,0.38159971894790357
13,Ensemble,2026-10-01,0.003228511222182866,-0.00010573235884061161,0.006562754854138047,0.0064,0.00695,,,,0.3228511222182866
13,Ensemble,2026-11-01,0.0027330654635313403,-0.0008748615834840451,0.006340992385036457,0.0064,0.00695,,,,0.273306546353134
13,Ensemble,2026-12-01,0.002313587463329395,-0.0014671206081749014,0.006094295714913643,0.0064,0.00695,,,,0.2313587463329395
13,Ensemble,2027-01-01,0.0019558471435254018,-0.0019392140421123144,0.0058509083364390755,0.0064,0.00695,,,,0.19558471435254018
14,Ensemble,2026-08-01,0.008988212802634891,0.005426229871074636,0.01255019596702579,0.00461,0.00573,,,,0.8988212802634892
14,Ensemble,2026-09-01,0.00898592122523239,0.003937578980355749,0.01403426347010903,0.00461,0.00573,,,,0.898592122523239
14,Ensemble,2026-10-01,0.00895482063917568,0.002966734689794877,0.014942906704971805,0.00461,0.00573,,,,0.895482063917568
14,Ensemble,2026-11-01,0.00890093632317273,0.0021645719020297223,0.01563730091893872,0.00461,0.00573,,,,0.890093632317273
14,Ensemble,2026-12-01,0.008841200565641132,0.001464002374043843,0.01621839887365374,0.00461,0.00573,,,,0.8841200565641132
14,Ensemble,2027-01-01,0.008790443310701605,0.0008436743153702312,0.0167372124224483,0.00461,0.00573,,,,0.8790443310701606
15,Ensemble,2026-08-01,0.0037289621278297595,0.0011230885856532537,0.006334835815525418,0.00632,0.00672,,,,0.37289621278297597
15,Ensemble,2026-09-01,0.004301905330905939,0.0012970705007602054,0.007306740102844011,0.00632,0.00672,,,,0.4301905330905939
15,Ensemble,2026-10-01,0.004846652583055893,0.0014519901806324042,0.008241314956375553,0.00632,0.00672,,,,0.4846652583055893
15,Ensemble,2026-11-01,0.005393659040063384,0.0017340721643643738,0.009053245741139412,0.00632,0.00672,,,,0.5393659040063384
15,Ensemble,2026-12-01,0.005942524766175772,0.0019478687441741738,0.00993718070086588,0.00632,0.00672,,,,0.5942524766175772
15,Ensemble,2027-01-01,0.006486311859321544,0.0020992699408271956,0.010873354039750368,0.00632,0.00672,,,,0.6486311859321544
16,Ensemble,2026-08-01,0.003824577794586066,-0.001060862139119526,0.008710017728291657,0.00374,0.00434,,,,0.3824577794586066
16,Ensemble,2026-09-01,0.0025973965412033036,-0.0033233183122483934,0.008518111511070323,0.00374,0.00434,,,,0.25973965412033034
16,Ensemble,2026-10-01,0.0007811757386662066,-0.0057431221784894765,0.007305473597614229,0.00374,0.00434,,,,0.07811757386662066
16,Ensemble,2026-11-01,0.0007059650961309671,-0.005818332821024716,0.00723026301328665,0.00374,0.00434,,,,0.07059650961309671
16,Ensemble,2026-12-01,0.0006955095450393856,-0.005828788313908637,0.007219807287572086,0.00374,0.00434,,,,0.06955095450393856
16,Ensemble,2027-01-01,0.0007943370146676898,-0.005729960844280332,0.007318635048238695,0.00374,0.00434,,,,0.07943370146676898
17,Ensemble,2026-08-01,0.0038020460077263203,0.0007277893383076219,0.0068763028517680016,0.00263,0.00278,,,,0.380204600772632
17,Ensemble,2026-09-01,0.0033550338246508514,-0.0005189552370862386,0.00722902276997262,0.00263,0.00278,,,,0.33550338246508515
17,Ensemble,2026-10-01,0.002818123818737802,-0.0015887858133525226,0.007225033567243449,0.00263,0.00278,,,,0.2818123818737802
17,Ensemble,2026-11-01,0.0028988504186864554,-0.001510240186548716,0.007307940907506305,0.00263,0.00278,,,,0.28988504186864555
17,Ensemble,2026-12-01,0.0029243034652610997,-0.0014847967079865366,0.007333403580301075,0.00263,0.00278,,,,0.29243034652610994
17,Ensemble,2027-01-01,0.0028996930702872774,-0.0015094070872551423,0.007308793344245019,0.00263,0.00278,,,,0.28996930702872775
18,Ensemble,2026-08-01,0.0007685173345214895,-0.002893654342012111,0.004430689185678073,0.00993,0.01061,,,,0.07685173345214895
